179	104
179	178
179	299
180	4
180	19
180	75
180	109
180	110
181	78
181	111
181	112
181	201
181	319
182	8
182	20
182	111
182	112
182	183
183	13
183	21
183	23
183	78
183	81
184	98
184	118
184	119
184	185
184	320
185	98
185	118
185	119
185	184
185	320
186	98
186	149
186	464
186	465
186	466
187	78
187	113
187	128
187	321
187	322
188	219
188	220
188	221
188	222
188	223
189	132
189	133
189	190
189	620
189	621
190	133
190	189
190	467
190	468
190	469
191	194
191	469
191	470
191	622
191	623
192	133
192	193
192	224
192	225
192	226
193	8
193	97
193	133
193	192
193	224
194	93
194	297
194	470
194	471
194	472
195	624
195	625
195	626
195	627
195	628
196	14
196	28
196	449
196	629
196	630
197	227
197	228
197	229
197	230
197	231
198	13
198	140
198	141
198	199
198	232
199	13
199	140
199	141
199	198
199	232
200	631
200	632
200	633
200	634
200	635
201	23
201	78
201	111
201	181
201	636
202	20
202	23
202	142
202	637
202	638
203	141
203	142
203	202
203	269
203	473
204	150
